label,youtubeid,spilt
playing_saxophone,oflehLiZzlM_000000_000010,train
eating_doughnuts,2uJyGgx8_24_000025_000035,train
smoking_hookah,PF96iTydbLU_000023_000033,train
shooting_basketball,bhhcRp01ml4_000010_000020,train
pushing_wheelchair,GqWyZJ2Kjfs_000043_000053,train
tying_bow_tie,0l5AJVEcrb0_000037_000047,train
surfing_water,SieSKewZO1Y_000056_000066,train
feeding_birds,sZJe_-iM6pw_000067_000077,train
blowing_nose,DWB_nP-JK-g_000019_000029,train
drop_kicking,mfntg5_H-g8_000000_000010,train
shining_shoes,ikfT2igqYSQ_000384_000394,train
shooting_basketball,8lQWUxwUsxU_000036_000046,train
kitesurfing,4hzuCE5w7cg_000136_000146,train
counting_money,rVGNiaFfmls_000018_000028,train
riding_a_bike,p24Rr5zutYY_000012_000022,train
kicking_soccer_ball,lc3bKhXkpzQ_000009_000019,train
counting_money,WABZ0U4xFt0_000000_000010,train
hula_hooping,UixHxcwrr8k_000005_000015,train
playing_badminton,8prBMcc0VzY_000307_000317,train
parasailing,f8w_LU_-OxA_000022_000032,train
playing_tennis,RMeV9PpMuVU_000004_000014,train
wrestling,_UE4zEIVk80_000041_000051,train
waxing_back,cMriMkz-wtc_000000_000010,train
cleaning_gutters,S505tvgA5dY_000000_000010,train
drawing,9vMCoMxpynM_000317_000327,train
squat,0i1HFRJ3xu4_000043_000053,train
flying_kite,TjYJtfqMnfo_000002_000012,train
yoga,OT17x0Q_HTw_000084_000094,train
snatch_weight_lifting,vHxDq7CLGiw_000006_000016,train
pole_vault,LMMFaa238oo_000055_000065,train
shooting_goal_(soccer),3zoST5at_UA_000002_000012,train
gymnastics_tumbling,fKP17urIQqY_000004_000014,train
eating_carrots,-GmI0_J64nU_000518_000528,train
headbanging,Vq-rcxSeXxs_000006_000016,train
squat,JkIZlm1KZng_000002_000012,train
making_a_sandwich,MgkCdNXcbCY_000001_000011,train
swimming_backstroke,2TQKd7TIeXc_000009_000019,train
playing_trumpet,rCpmtD6klF4_000008_000018,train
shredding_paper,DP2-VSxLgvA_000039_000049,train
eating_doughnuts,kPRMjYQVU0w_000038_000048,train
playing_cello,jtQ0bPR98Tc_000399_000409,train
finger_snapping,j69ppfmmWkY_000003_000013,train
archery,RKqWEYvO2Uw_000002_000012,train
garbage_collecting,uPYeTLQXnEw_000075_000085,train
playing_flute,8vG1fYDoMMw_000312_000322,train
making_sushi,CFQYIlfUpQU_000300_000310,train
playing_guitar,1URz-78ILe8_000010_000020,train
eating_carrots,Jlj2x5WlwEU_000001_000011,train
dying_hair,-SLtRz-WHa0_000634_000644,train
playing_keyboard,VHBJLhmyF18_000001_000011,train
bookbinding,-dgPOUvDrcw_000066_000076,train
cleaning_toilet,wmmCBrqTzRo_000174_000184,train
cleaning_toilet,0NWOjDWdNxg_000139_000149,train
waxing_back,leP8_LnHcOE_000060_000070,train
petting_animal_(not_cat),Ip4uGZHVzas_000100_000110,train
shredding_paper,mwNJ32uZeng_000027_000037,train
curling_hair,VXVcVBKnsd0_000196_000206,train
playing_cymbals,sYD5YwIPOfk_000084_000094,train
stretching_leg,bhCEnxyKQsc_000026_000036,train
shaking_head,xzbcRKzEwDI_000000_000010,train
folding_clothes,He3EnrxYrWc_000070_000080,train
filling_eyebrows,X6M6EcxRnx8_000200_000210,train
tossing_salad,YZx4VNDUMPM_000227_000237,train
long_jump,u5jP8-DR7pU_000000_000010,train
baking_cookies,dvK0BJGRO8g_000021_000031,train
stretching_arm,XAcgBVeTdqA_000001_000011,train
presenting_weather_forecast,XbGB2XSi5fU_000079_000089,train
yawning,W1a0Bnkv5_o_000024_000034,train
sword_fighting,wW3EhPAc730_000001_000011,train
roller_skating,zf22nTSdmH8_000239_000249,train
assembling_computer,sYeeFlEcf0o_000428_000438,train
playing_harp,ZJVEXn-FvAU_000064_000074,train
doing_aerobics,ivui4tk3RBM_000057_000067,train
triple_jump,pUYdCAgTPNU_000000_000010,train
triple_jump,aFNyowxqx8k_000000_000010,train
decorating_the_christmas_tree,31aVLHJN3bs_000021_000031,train
building_cabinet,M9NJlwlWJtI_000367_000377,train
tango_dancing,TlNfpUaeaZk_000126_000136,train
brushing_hair,56MIe-TYuNM_000006_000016,train
cooking_egg,yS4ccYx8UAU_000048_000058,train
eating_carrots,1t6qClHwXq0_000005_000015,train
eating_ice_cream,ASJhvsN63yw_000025_000035,train
throwing_axe,n37Y47Np-Dg_000002_000012,train
slapping,ik8TpyexKhE_000000_000010,train
catching_or_throwing_frisbee,hKHk7GN1ieQ_000002_000012,train
taking_a_shower,bBobbfDN2BA_000014_000024,train
riding_unicycle,AWUhdXjees0_000003_000013,train
tobogganing,jqT54Vsa69I_000006_000016,train
stretching_leg,ylYymVf-zPQ_000105_000115,train
playing_kickball,P1lB_cADECU_000200_000210,train
eating_chips,mNpnO3_rTfg_000026_000036,train
dining,gNVwxud5R0g_001107_001117,train
waxing_eyebrows,J-IWWSqXaHY_000047_000057,train
decorating_the_christmas_tree,BeeHt3q7BOI_000002_000012,train
unboxing,cuJTCtyzYz0_000215_000225,train
flying_kite,V2RCWE2z7rU_000013_000023,train
presenting_weather_forecast,XNAB7UVzsvY_000050_000060,train
stomping_grapes,sfOAvEGfWwU_000015_000025,train
parasailing,_SIwO7mzUh4_000000_000010,train
brush_painting,B4A--WpmJgE_000051_000061,train
ripping_paper,IywLarebu_g_000016_000026,train
playing_piano,AcwjZfQgmwI_000081_000091,train
stretching_leg,Qv9XGskry4M_000372_000382,train
dining,6qGKSADCq58_000128_000138,train
drawing,IPw0KgQNR6k_000002_000012,train
frying_vegetables,DhICLHsgAQA_000340_000350,train
waxing_eyebrows,yupECXXeQDE_000031_000041,train
hopscotch,okef31Q1qJE_000010_000020,train
motorcycling,SjLXGtVMkR0_000224_000234,train
water_skiing,6rzT-EXnTsg_000165_000175,train
pole_vault,rBd8OB7NRmg_000008_000018,train
making_sushi,2Fc1ehZsbiw_000054_000064,train
belly_dancing,kirNnAS-oO8_000041_000051,train
answering_questions,f8j8PoaClqs_000143_000153,train
holding_snake,psKoTrpEutw_000021_000031,train
making_sushi,4MPCEhet8aM_000015_000025,train
playing_cards,XqfPea-uOpc_000333_000343,train
getting_a_haircut,cMoXmIf6Hso_000316_000326,train
cleaning_windows,lwd56U-2bEs_000025_000035,train
building_cabinet,lzFZnIQNicw_000042_000052,train
wrestling,sP0uUdPGkPY_000042_000052,train
hula_hooping,zG0KlaAzDXA_000003_000013,train
front_raises,FQG7XicPl3U_000014_000024,train
dining,C6rER7BLbSA_000168_000178,train
breakdancing,A_7HbfTRDqg_000000_000010,train
pushing_cart,8s2ZT8rhx44_000011_000021,train
writing,dWsQ8-bv3uU_000210_000220,train
disc_golfing,iMYHTHozB1w_000105_000115,train
deadlifting,Aqnbh6H-FZs_000002_000012,train
capoeira,XW4N2I7sPzc_000073_000083,train
tossing_coin,4511i67YSDM_000000_000010,train
sled_dog_racing,hhz4tmjYvHI_000003_000013,train
spraying,BT7PWM2jgKA_000029_000039,train
riding_scooter,THpFCMRjuw8_000007_000017,train
juggling_fire,cytyjdc0ewQ_000051_000061,train
juggling_soccer_ball,r4bd11S1RYw_000004_000014,train
assembling_computer,8OqCID3QhFM_000139_000149,train
squat,sglA6O0paLo_000005_000015,train
dribbling_basketball,EAfnpLeDGMM_000060_000070,train
cutting_nails,T27GligG6qY_000019_000029,train
cleaning_toilet,QyMXWBHERnM_000038_000048,train
playing_poker,NrE5Phvg4QA_000032_000042,train
flipping_pancake,4duBoL8mOh8_000000_000010,train
making_pizza,GHFSxrOPp5g_000131_000141,train
country_line_dancing,Y_zsIGRzuLo_000015_000025,train
reading_book,5SKAKgj3t1U_000128_000138,train
skiing_slalom,0CjfN1wLpsA_000295_000305,train
folding_napkins,OB7JWUWx5GI_000092_000102,train
crossing_river,U5tRsfBpVrI_000007_000017,train
making_tea,phTDCBTz7X8_000036_000046,train
parkour,kah6mrjmxGk_000003_000013,train
playing_harp,pkchP9cO7tc_000065_000075,train
playing_piano,A48i0jJ7WI4_000233_000243,train
writing,E-jJvoFHZIw_000027_000037,train
pushing_car,YpmAFrXe7fk_000001_000011,train
feeding_birds,obXyMYJUAdU_000053_000063,train
shaving_legs,n6jq_sxD8ss_000045_000055,train
waxing_chest,btDZMNPOSJE_000547_000557,train
skiing_slalom,fBlbBJhDM_8_000011_000021,train
exercising_with_an_exercise_ball,RLYoizGM7HM_000011_000021,train
tango_dancing,XeWvRscoNhw_000078_000088,train
waxing_chest,Cz8ya3SKfrw_000058_000068,train
sword_fighting,-XlLk8fmJkM_000045_000055,train
playing_guitar,rLRunqi1mDM_000000_000010,train
jetskiing,SgLkInbgvI8_000012_000022,train
answering_questions,Xx1WJFYUI7I_000331_000341,train
bowling,0l8DJMcH7GU_000004_000014,train
blowing_leaves,zstUS__rmKE_000017_000027,train
reading_newspaper,iEPqFiI47zY_000043_000053,train
stretching_arm,CxG4Vffe-6s_000000_000010,train
canoeing_or_kayaking,sfIgToTZca0_000039_000049,train
baking_cookies,z9Qjl4pji0E_000947_000957,train
playing_drums,HQgS8h36DZs_000093_000103,train
jogging,E7cFwGo3-ZY_000000_000010,train
doing_laundry,tCAhP0YI5ZA_000053_000063,train
getting_a_tattoo,T83hyylMV3w_000002_000012,train
grooming_horse,hSw8pfv-BvQ_000661_000671,train
sled_dog_racing,Db9uxVt5RZA_000006_000016,train
dunking_basketball,VzxA0x0emUQ_000025_000035,train
egg_hunting,jmcVhLY8gNg_000097_000107,train
tango_dancing,rrrI2ZEwDCA_000706_000716,train
whistling,b9QmGZe5GSY_000105_000115,train
tobogganing,43eA5Oh2UTQ_000000_000010,train
moving_furniture,Zt4XggnOiTI_000183_000193,train
playing_squash_or_racquetball,ej5hH1D7otE_000025_000035,train
shooting_basketball,3k2fvMABVus_000015_000025,train
baby_waking_up,tIGp2o3hrZg_000082_000092,train
planting_trees,OgX2uA7P_sY_000129_000139,train
drinking_beer,JO3p-xW7gdY_000034_000044,train
chopping_wood,A9a3yw0I-9E_000005_000015,train
riding_elephant,gG5WTnbCWeg_000086_000096,train
biking_through_snow,V_HSXJsckHM_000278_000288,train
making_a_cake,HvlGuLyyUdA_000050_000060,train
cleaning_shoes,9Klq5wdtwAo_000027_000037,train
swinging_on_something,NR_123aPs00_000011_000021,train
juggling_balls,PxdSkuwYJ_Y_000000_000010,train
getting_a_tattoo,v0aE0FkfOvc_000022_000032,train
auctioning,gHI99Yq_TpI_000022_000032,train
shooting_basketball,XUT_qwBoLXQ_000222_000232,train
making_bed,WGADRqxrI_M_000158_000168,train
climbing_tree,9EwM1hGxfic_000001_000011,train
ice_skating,CM98HCARWJk_000011_000021,train
blowing_nose,lMru6CaPzCI_000002_000012,train
pumping_gas,HF_HIQlS81c_000000_000010,train
snatch_weight_lifting,PL3BbAVgSfI_000009_000019,train
playing_poker,wYBZc5_okhI_000403_000413,train
faceplanting,Ac9ahp2WJk8_000002_000012,train
building_cabinet,oUc6ZrEBL80_000519_000529,train
pushing_car,xN8njC3MiRA_000001_000011,train
eating_watermelon,FE1Y9OkLHXA_000081_000091,train
tai_chi,p4lMUGpjRxc_000098_000108,train
playing_didgeridoo,q6Uo0qOKKAk_000034_000044,train
chopping_wood,ho8K1OfIKTk_000103_000113,train
arm_wrestling,6bj4SurEA0c_000006_000016,train
juggling_soccer_ball,-OvAZRMaLPo_000001_000011,train
high_jump,0Rze2riwkj4_000000_000010,train
playing_cymbals,H31A_Ih47AA_000121_000131,train
rock_climbing,ebmPlBs0038_000006_000016,train
sign_language_interpreting,vv3NgSXPGIA_000150_000160,train
lunge,FhGAoYLBwoM_000026_000036,train
sanding_floor,BDER53GOEsA_000211_000221,train
shoveling_snow,cp-rCcDDfTs_000004_000014,train
swinging_on_something,wRglG28TknI_000014_000024,train
dancing_gangnam_style,T88xnTTWqGA_000003_000013,train
playing_squash_or_racquetball,XhzOxx9JEkA_000006_000016,train
swing_dancing,jclaT1vxtV4_000089_000099,train
dunking_basketball,IOqZct-W5J4_000233_000243,train
arranging_flowers,AStYFqLvxAM_000264_000274,train
sign_language_interpreting,cQkWgc-J4Zg_000002_000012,train
abseiling,LwyKxe85UWI_000088_000098,train
robot_dancing,m3hdqtxWDUo_000015_000025,train
sweeping_floor,XIdgos5OTds_000002_000012,train
abseiling,-tAjeaPhi5s_000026_000036,train
playing_chess,IFsxP3HSWK0_000061_000071,train
water_skiing,55W6XDKGMK8_000004_000014,train
golf_chipping,0fPAmoTZcdE_000078_000088,train
setting_table,t0bPJj76iyU_000004_000014,train
playing_trombone,A_nSHIMxNpk_000020_000030,train
wrestling,ETCB8QN-oEU_001421_001431,train
tapping_guitar,PMwTTSdx-4M_000012_000022,train
triple_jump,0nWUzA00pBo_000006_000016,train
running_on_treadmill,QCjLRlUJDwU_000059_000069,train
feeding_birds,pnTBkabGilA_000059_000069,train
drinking_shots,ohOXyMG66iA_000003_000013,train
playing_cards,GDRI8BHYO7I_000098_000108,train
singing,NxIK-0ZjnzM_000001_000011,train
flipping_pancake,bQQblYGp9dg_000036_000046,train
smoking,gKMeOSrliCk_000019_000029,train
folding_paper,ogyqIpvkJm8_000285_000295,train
making_sushi,cf69JTnqsdQ_000002_000012,train
throwing_ball,F1YdZphFpSA_000011_000021,train
parkour,F8vAidZZsO0_000065_000075,train
tap_dancing,9O6BnQ674zo_000185_000195,train
playing_cards,USBtqEMBeho_000259_000269,train
hammer_throw,DQQMOUMparE_000001_000011,train
milking_cow,y3Q-8WqYe-4_000001_000011,train
breakdancing,5GMXByzN1Tc_000179_000189,train
dancing_ballet,jGELBkaQs5g_000041_000051,train
washing_dishes,ncv3b55czfQ_000089_000099,train
playing_recorder,DTYWxFGLBJw_000004_000014,train
blowing_leaves,SkrZm38ksFY_000064_000074,train
finger_snapping,_nTHzpr4-NA_000105_000115,train
playing_chess,4vNOLQpTVes_000080_000090,train
making_a_cake,Xh6XgKqdGns_000924_000934,train
playing_kickball,ncfqfzFqNck_000013_000023,train
jetskiing,aI9tDA_RcA4_000096_000106,train
building_cabinet,3Dx4wdzup6g_000231_000241,train
tasting_food,qEBKPCqlVbA_000075_000085,train
bungee_jumping,A3AR4i-6zxw_000013_000023,train
garbage_collecting,KzSIvQc8HGg_000213_000223,train
playing_monopoly,da5q7q1lI6s_000053_000063,train
playing_harmonica,zbiA_WFb_ec_000002_000012,train
robot_dancing,O4MB1DEcAHg_000049_000059,train
swimming_breast_stroke,i8pFQ-etr3Q_000005_000015,train
disc_golfing,oRcXJg49eH8_000045_000055,train
playing_tennis,lKj453qXpig_000714_000724,train
running_on_treadmill,TI7csDEQysk_000055_000065,train
skipping_rope,EN-xEdEF__A_000008_000018,train
opening_bottle,TRq2VTi8GXs_000003_000013,train
tasting_food,pfYt_jRQKg8_000509_000519,train
finger_snapping,oequlhUZKW4_000001_000011,train
triple_jump,5OtN7ZmKdEU_000028_000038,train
massaging_person's_head,9cC2HHZFIMs_000393_000403,train
ice_skating,owAP1bJJIkI_000003_000013,train
building_shed,6BkOUxCppoE_000048_000058,train
chopping_wood,KjM66TvZhqw_000003_000013,train
ski_jumping,G89VpEJ7N0o_000003_000013,train
sanding_floor,4CZSIajzW7U_000006_000016,train
folding_napkins,7pHcpXkq2ig_000031_000041,train
massaging_feet,QKCBDcWo740_000050_000060,train
hurdling,A1HGKwc1U90_000002_000012,train
cutting_nails,rBc_F3hpRxY_000004_000014,train
bookbinding,KTMGSByqyUs_000216_000226,train
playing_xylophone,CL8RGaehVoM_000086_000096,train
using_computer,l30aVUUQ0B8_000540_000550,train
swing_dancing,KyeEEvVvBH0_000293_000303,train
arranging_flowers,UL1qEi4rSgE_000070_000080,train
snorkeling,w6r1qRDCT30_000011_000021,train
knitting,Raohm_G2kWQ_001031_001041,train
flipping_pancake,PIW-LdXxz30_000005_000015,train
stretching_arm,05ajfyAyDUU_000006_000016,train
catching_fish,naKvjDNQs5A_000019_000029,train
bench_pressing,a282ypWB0gg_000017_000027,train
playing_keyboard,AORC-QChH3M_000089_000099,train
building_cabinet,T_gkKojEtIA_000170_000180,train
eating_ice_cream,oGosQL_gEBY_000010_000020,train
disc_golfing,j2lPyCbjk2Q_000000_000010,train
massaging_back,9hUZMWagr78_000323_000333,train
peeling_apples,UZfbd_YJAjc_000000_000010,train
belly_dancing,KCTqLtLxbDw_000046_000056,train
skydiving,YumKtVhhlgU_000277_000287,train
playing_saxophone,K_KefR5T6vg_000124_000134,train
skipping_rope,A5Ed_NhXnec_000053_000063,train
yoga,IrQmQ_asUCg_000024_000034,train
blowing_glass,_MxbhMCT7UQ_000012_000022,train
waiting_in_line,k-Bx_ZZ8V8w_000005_000015,train
knitting,L3A4BUz3Xgs_000016_000026,train
climbing_a_rope,65nXah6v9Jo_000001_000011,train
tai_chi,wONLgOy92hM_000547_000557,train
juggling_balls,ULKqEYwKywc_000000_000010,train
stretching_leg,ye_T9Ds8LlY_000001_000011,train
jogging,eYakZeDJagw_000000_000010,train
springboard_diving,nST3C4CQBb4_000154_000164,train
scuba_diving,ia8Co7Z536s_000078_000088,train
holding_snake,SSeZZ6PZDPo_000011_000021,train
drop_kicking,lWAV20B1_LY_000133_000143,train
folding_napkins,qv9_8aManH8_000039_000049,train
cleaning_shoes,GMnhdTh9qfY_000039_000049,train
trimming_or_shaving_beard,uYrPamldn98_000112_000122,train
applying_cream,zBaScneVycE_000049_000059,train
filling_eyebrows,pqA0HFDpBuA_000225_000235,train
golf_driving,Do6To1K5Mv8_000008_000018,train
blowing_glass,GAA-cZhQpl8_000092_000102,train
riding_or_walking_with_horse,BxZnfmxGDfA_000003_000013,train
decorating_the_christmas_tree,R2dSuxrGNwM_000000_000010,train
javelin_throw,UK0G5mHBoBo_000019_000029,train
dribbling_basketball,7D0nUFUzqoI_000014_000024,train
waxing_eyebrows,rD45iNCzPQo_000138_000148,train
folding_clothes,Vds4_L7RMUs_000001_000011,train
busking,zVj5mhnSHYg_000096_000106,train
baby_waking_up,sIyeL9yU9EI_000149_000159,train
ripping_paper,Gj7_bhmnpIQ_000017_000027,train
gargling,_u3mGyonTzY_000040_000050,train
yawning,Z3a1JKRzuCA_000002_000012,train
exercising_with_an_exercise_ball,PDp1gHV4owA_000150_000160,train
javelin_throw,MqJImos9YUs_000002_000012,train
yoga,lxpPhKe4wso_000179_000189,train
drinking,162ro8sHvXM_000021_000031,train
playing_ice_hockey,QPPMSGBUi8w_000004_000014,train
passing_American_football_(not_in_game),wBx2bGy09Sw_000004_000014,train
snowmobiling,tBH03LtG9Qs_000020_000030,train
doing_laundry,tfh1qm_VT8w_000002_000012,train
dying_hair,r9ctMdSNlRA_000188_000198,train
playing_ukulele,5Y7ADzIIlmk_000068_000078,train
breading_or_breadcrumbing,TtML0T44RyQ_000087_000097,train
riding_mechanical_bull,dTEn7P_mAOo_000031_000041,train
playing_bagpipes,-C6qLnqVu5I_000032_000042,train
sailing,WGlhWhzTLSU_000069_000079,train
garbage_collecting,TIKNSZefwJM_000004_000014,train
push_up,ZEf7bF0DuO8_000007_000017,train
skiing_slalom,hQbJRBPVg68_000067_000077,train
getting_a_tattoo,apK658_yBog_000000_000010,train
slacklining,DR-KM5cqkfM_000114_000124,train
playing_drums,5GR2wU2QSvc_000117_000127,train
kicking_soccer_ball,ccg2baWNJJ8_000073_000083,train
folding_clothes,Wj8OWjM1QYo_000003_000013,train
playing_harmonica,x3kyiEO1DLg_000245_000255,train
counting_money,esWSTxJkAVI_000029_000039,train
scuba_diving,OwCPs3zETg4_000017_000027,train
cleaning_windows,g0rNdpfYc9c_000045_000055,train
braiding_hair,ZBP_mLWROZU_000030_000040,train
pumping_gas,dfrkbUg2bgw_000006_000016,train
playing_flute,AaI5GjALUrY_000001_000011,train
canoeing_or_kayaking,F4fJH1ClLfU_000038_000048,train
motorcycling,oO2dlOv9IDQ_000005_000015,train
playing_harmonica,DsJQVH15S1Y_000004_000014,train
cooking_sausages,7Lc4GRMjphM_000032_000042,train
sweeping_floor,WE2BdgryPuA_000003_000013,train
biking_through_snow,79xOP-Y44F8_000003_000013,train
playing_guitar,BWvzZsMzi7w_000150_000160,train
shining_shoes,CZlYv9O_Bb4_000031_000041,train
parkour,Hjy4lyV3zsU_000016_000026,train
baking_cookies,yNWFNbToakw_000274_000284,train
playing_bass_guitar,45or5ZVW9Jw_000147_000157,train
gargling,PWhT1-0g5WU_000005_000015,train
tying_knot_(not_on_a_tie),nmrNWbTvqNk_000225_000235,train
pumping_gas,zp8OE6HE_jI_000052_000062,train
petting_cat,R8JqpO6UjNM_000001_000011,train
playing_badminton,Pd91yfFibi4_000027_000037,train
dying_hair,VClRc62mQG0_000528_000538,train
slacklining,fqMJYSYF1-4_000003_000013,train
plastering,nFQ8iY1_keQ_000166_000176,train
riding_elephant,ew6LjRb9C-o_000041_000051,train
tapping_pen,h_uDIjgChfo_000021_000031,train
shooting_goal_(soccer),6QfI45mGV7Q_000049_000059,train
opening_bottle,tlXPjbND2RU_000035_000045,train
feeding_birds,zb6bIO6ioFQ_000042_000052,train
hula_hooping,gal8Vfd9UG0_000031_000041,train
arranging_flowers,cqdavD-YlVI_000440_000450,train
bookbinding,KEgbEvD3sxI_000272_000282,train
celebrating,J742Q_oZTac_000011_000021,train
hammer_throw,uZiwNKeTtRc_000000_000010,train
washing_hands,O6kUInG4ztY_000042_000052,train
zumba,XV4Rxcn6jCc_000016_000026,train
tobogganing,rQvUFnquitM_000009_000019,train
eating_watermelon,ZY471786Z5M_000108_000118,train
cooking_sausages,E7u2uFlJ5Ug_000100_000110,train
riding_mountain_bike,sHpU9ra4qrw_000252_000262,train
tasting_food,ttiH4_uTCYw_000053_000063,train
cleaning_gutters,MfN9RgyJQHA_000015_000025,train
yawning,XMBFsKcqE_Y_000004_000014,train
dribbling_basketball,pWhzPl-UfSE_000012_000022,train
weaving_basket,aafQODdKlyQ_001400_001410,train
surfing_water,sqJFOmLmrpM_000039_000049,train
dribbling_basketball,uakdd3gUO6U_000019_000029,train
exercising_with_an_exercise_ball,VqxWzb-EZ4k_000299_000309,train
dodgeball,webmRmUG6bQ_000080_000090,train
exercising_arm,nsWqB5VbhZk_000000_000010,train
waiting_in_line,yZY8gRDukIo_000039_000049,train
swinging_on_something,6DaMjayAFs4_000000_000010,train
testifying,kblwgRJfNBU_000000_000010,train
breading_or_breadcrumbing,LGtFUX1G0yQ_000356_000366,train
dancing_charleston,Z0oHxyensok_000097_000107,train
news_anchoring,RJMIvg70V_k_000001_000011,train
playing_cello,H5PY2WvWHRE_000013_000023,train
planting_trees,LyBD1WybN2Y_000557_000567,train
petting_animal_(not_cat),t1ctaN2UstM_000174_000184,train
rock_climbing,Lqmma-t-00I_000002_000012,train
opening_bottle,HjIDgEb39Q4_000013_000023,train
swinging_on_something,1uB1I9OF1gM_000023_000033,train
drinking,HBWY-aDxhZI_000048_000058,train
sailing,J-0FgzEUGqk_000221_000231,train
riding_unicycle,kHlKfw0p-kQ_000057_000067,train
eating_doughnuts,M89vpKTPeK0_000002_000012,train
golf_driving,G3zULovLu3U_000006_000016,train
surfing_crowd,CLgM0Tg-3mc_000008_000018,train
eating_ice_cream,uhcGjTH-evo_000071_000081,train
windsurfing,1wOmT2kqb8A_000294_000304,train
doing_laundry,QAKwGG98wvc_000020_000030,train
sword_fighting,iawB3FF_WmE_000156_000166,train
springboard_diving,9r_HJtwKxcM_000035_000045,train
tasting_food,9orZmLSmcEQ_000824_000834,train
fixing_hair,i3Q6NNZVhB4_000090_000100,train
tickling,mKLvh4Ul12g_000010_000020,train
parasailing,RV8uquZzMrU_000164_000174,train
playing_saxophone,uWeA0XJrY1c_000322_000332,train
passing_American_football_(in_game),s1wgaP7mFTc_000002_000012,train
kitesurfing,CdfW1x5TJl4_000025_000035,train
unboxing,DuwZCZsZcLw_000000_000010,train
news_anchoring,PnDr1fGtxCA_000132_000142,train
skiing_slalom,UD6qbMzLTPA_000185_000195,train
hitting_baseball,DCklibyDCw8_000001_000011,train
playing_trumpet,tdM04-Zfvuk_000096_000106,train
shearing_sheep,iEHU5-RRJ5g_000124_000134,train
playing_piano,LpOD9kru0ng_000013_000023,train
jetskiing,g1TSdRqs4zo_000015_000025,train
breakdancing,HeG610CIfDU_000002_000012,train
sniffing,IhuJINdTCcw_000003_000013,train
crying,K0v8P2ekMXo_000000_000010,train
gargling,Y1fxsFuC_6A_000973_000983,train
hopscotch,PbEohUjl7kM_000007_000017,train
eating_watermelon,WM1BeGxZ3VY_000142_000152,train
cutting_nails,HziyeBAFLhM_000008_000018,train
bungee_jumping,aZK7tkIdWMo_000132_000142,train
riding_mountain_bike,rsQ28oJ85HE_000200_000210,train
cracking_neck,d5E7TVeJFd0_000052_000062,train
bee_keeping,IbTufFXA5uY_000149_000159,train
applauding,cfZ5hg5Kt60_000004_000014,train
kissing,kpm6qOsEdKo_000174_000184,train
playing_guitar,YZFS0FzBZ8o_000030_000040,train
catching_fish,GXSq51fv5MM_000007_000017,train
playing_bagpipes,8sueTaf1nMg_000055_000065,train
juggling_soccer_ball,BH8Ccw-4I-E_000000_000010,train
giving_or_receiving_award,_D7hYSZBXwQ_000232_000242,train
balloon_blowing,QF0u6V3l5HI_000000_000010,train
dancing_macarena,crzD18En--M_000051_000061,train
opening_present,0jFBHhjvbYs_000465_000475,train
playing_recorder,oTVxICK1CT4_000128_000138,train
sneezing,Pcxmt3V-KgQ_000017_000027,train
sled_dog_racing,FjepyJ0uq6A_000000_000010,train
bench_pressing,0__sU8X-Uc0_000003_000013,train
digging,VN2IZNMLekQ_000014_000024,train
playing_bass_guitar,FaH6zrotLZc_000170_000180,train
playing_flute,DjUtBWjgrtg_000155_000165,train
holding_snake,S6cFTUI3HZ8_000002_000012,train
dunking_basketball,MW2gnN3kka0_000003_000013,train
jogging,xLyUjvguc5Q_000002_000012,train
wrapping_present,Vt06IaooBqQ_000002_000012,train
playing_saxophone,Ip4_I1gVdPI_000005_000015,train
triple_jump,wtL_QMnKvTI_000001_000011,train
rock_climbing,2niVJ1PjjFM_000032_000042,train
roller_skating,ok-BpCjU4Fc_000406_000416,train
country_line_dancing,Nd1n5qY7pCQ_000167_000177,train
laughing,aW6hnxS-T4k_002166_002176,train
picking_fruit,GVR3C-F5q4c_000049_000059,train
skydiving,YgVOUmrwPP8_000036_000046,train
cleaning_pool,IAhr2gIW-3s_000004_000014,train
hugging,eQ2Venoku0w_000003_000013,train
arranging_flowers,A1audDBKzG4_000168_000178,train
spray_painting,pV065G4dcss_000004_000014,train
tango_dancing,-E1Pn2Wr_pw_000063_000073,train
walking_the_dog,cIoxRtzDeSQ_000011_000021,train
ice_fishing,lTlF1LlLFXI_000008_000018,train
pole_vault,6PKVRo9qqUA_000042_000052,train
playing_monopoly,q3ldgmgetUc_000610_000620,train
using_remote_controller_(not_gaming),rQGV2Fyif00_000153_000163,train
spray_painting,nKDrTRirIg8_000046_000056,train
drinking_shots,9PmhyX2rupY_000016_000026,train
side_kick,VGblf0Cdx40_000095_000105,train
unloading_truck,B2IrZ-S2d6M_000008_000018,train
tying_tie,aefkk3Hxl4c_000074_000084,train
trapezing,x5ukdAU8XGo_000043_000053,train
waxing_chest,dMEvm4GCmFw_000475_000485,train
sanding_floor,uNBH4wC2eFk_000035_000045,train
driving_car,v7Up8m6p8DU_000141_000151,train
making_pizza,VptsSyFOlz4_000021_000031,train
bending_metal,21m7HIPKTIo_000016_000026,train
grooming_horse,dQkxefxQZ14_000148_000158,train
knitting,oCNcZylR2i8_000192_000202,train
playing_monopoly,iqaj6TMI8SU_000004_000014,train
doing_aerobics,vCPpH0BrCMM_001399_001409,train
giving_or_receiving_award,dtOu8WUUlD4_000039_000049,train
opening_bottle,Kkh15V6kEmI_000001_000011,train
